"Plot Title: CM2SM"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684002, LBL: 30 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684009, LBL: 1 M)"
355,12/16/19 01:00:01 AM,0.3133,0.2746,0.2355
356,12/16/19 01:30:01 AM,0.3133,0.2746,0.2355
357,12/16/19 02:00:01 AM,0.3133,0.2743,0.2351
358,12/16/19 02:30:01 AM,0.3133,0.2743,0.2351
359,12/16/19 03:00:01 AM,0.3133,0.2743,0.2351
360,12/16/19 03:30:01 AM,0.3133,0.2743,0.2347
361,12/16/19 04:00:01 AM,0.3133,0.2743,0.2347
362,12/16/19 04:30:01 AM,0.3128,0.2739,0.2347
363,12/16/19 05:00:01 AM,0.3128,0.2739,0.2347
364,12/16/19 05:30:01 AM,0.3128,0.2739,0.2347
365,12/16/19 06:00:01 AM,0.3128,0.2736,0.2344
366,12/16/19 06:30:01 AM,0.3128,0.2736,0.2344
367,12/16/19 07:00:01 AM,0.3128,0.2736,0.2344
368,12/16/19 07:30:01 AM,0.3128,0.2736,0.2344
369,12/16/19 08:00:01 AM,0.3128,0.2736,0.2344
370,12/16/19 08:30:01 AM,0.3125,0.2732,0.2330
371,12/16/19 09:00:01 AM,0.3125,0.2736,0.2327
372,12/16/19 09:30:01 AM,0.3128,0.2732,0.2330
373,12/16/19 10:00:01 AM,0.3125,0.2732,0.2330
374,12/16/19 10:30:01 AM,0.3125,0.2732,0.2330
375,12/16/19 11:00:01 AM,0.3125,0.2732,0.2327
376,12/16/19 11:30:01 AM,0.3125,0.2732,0.1558
377,12/16/19 12:00:01 PM,0.3125,0.2732,0.1638
378,12/16/19 12:30:01 PM,0.3125,0.2732,0.1642
379,12/16/19 01:00:01 PM,0.3125,0.2729,0.1999
380,12/16/19 01:30:01 PM,0.3121,0.2729,0.1836
381,12/16/19 02:00:01 PM,0.3121,0.2729,0.1756
382,12/16/19 02:30:01 PM,0.3121,0.2729,0.1738
383,12/16/19 03:00:01 PM,0.3121,0.2729,0.1667
384,12/16/19 03:30:01 PM,0.3121,0.2729,0.2020
385,12/16/19 04:00:01 PM,0.3118,0.2726,0.2318
386,12/16/19 04:30:01 PM,0.3118,0.2726,0.2315
387,12/16/19 05:00:01 PM,0.3118,0.2726,0.2318
388,12/16/19 05:30:01 PM,0.3118,0.2726,0.2262
389,12/16/19 06:00:01 PM,0.3118,0.2726,0.2311
390,12/16/19 06:30:01 PM,0.3118,0.2722,0.2311
391,12/16/19 07:00:01 PM,0.3118,0.2722,0.2311
392,12/16/19 07:30:01 PM,0.3118,0.2722,0.2311
393,12/16/19 08:00:01 PM,0.3113,0.2722,0.2315
394,12/16/19 08:30:01 PM,0.3113,0.2722,0.2311
